Table with column headers in rows 3 and 4											
State FIPS Code	County FIPS Code	Postal Code	Name	Poverty Percent, All Ages	Median Household Income	Image Found?	Headline Type	Headline	Sentiment Rating	Publisher	Date
34	023	NJ	Middlesex County	8.2	102,073	0262.jpg	Bad	Woodbridge, NJ family pitbull mauls baby to death in awful attack	-0.9410	New Jersey 101.5 FM	03/11/2024, 07:00 AM, +0000 UTC
21	209	KY	Scott County	8.3	86,169	0270.jpg	Bad	2 injured in Georgetown fire involving 3 structures	-0.4510	Fox 56 News	11/29/2023, 08:00 AM, +0000 UTC
29	165	MO	Platte County	8.3	93,925	0273.jpg	Bad	Platte City doctor convicted of child sex crimes	-0.6900	WDAF FOX4 Kansas City	02/07/2023, 08:00 AM, +0000 UTC
29	219	MO	Warren County	8.3	74,355	0274.jpg	Bad	Missouri's Warren County courts broken, cop's death shows	-0.7960	St. Louis Post-Dispatch	08/21/2023, 07:00 AM, +0000 UTC
45	091	SC	York County	8.3	83,692	0276.jpg	Bad	York architect accused of trafficking date rape drugs, meth	-0.6210	WSOC Charlotte	08/31/2023, 07:00 AM, +0000 UTC
48	071	TX	Chambers County	8.3	102,146	0278.jpg	Bad	Texas man faces armed violence, drug charges	-0.5920	Alton Telegraph	01/28/2024, 08:00 AM, +0000 UTC
55	055	WI	Jefferson County	8.3	78,728	0282.jpg	Bad	Investigators search for more victims of Colorado sexual assault suspect	-0.7650	CBS News	11/30/2023, 08:00 AM, +0000 UTC
27	161	MN	Waseca County	8.4	71,519	0287.jpg	Bad	Awful smell' in small Minnesota town expected to get worse	-0.9580	Bring Me The News	03/17/2022, 07:00 AM, +0000 UTC
32	005	NV	Douglas County	8.4	91,960	0290.jpg	Bad	Gardnerville teen killed in Douglas County crash	-0.3350	KRNV	03/14/2024, 07:00 AM, +0000 UTC
48	031	TX	Blanco County	8.4	82,236	0293.jpg	Bad	Blanco County officials not releasing records into Angela Chao's death investigation	-0.7600	AOL	02/21/2024, 05:49 PM, +0000 UTC
51	019	VA	Bedford County	8.4	71,135	0295.jpg	Bad	11 people charged in Bedford Co. drug bust	-0.1540	WSLS 10	02/14/2024, 08:00 AM, +0000 UTC
51	079	VA	Greene County	8.4	82,772	0296.jpg	Bad	Missing Albemarle County woman believed to be victim of murder-suicide	-0.6330	The Daily Progress	03/26/2024, 10:19 PM, +0000 UTC
09	150	CT	Northeastern Connecticut Planning Region	8.5	81,711	0298.jpg	Bad	Northeast Storm Is Bringing Heavy Rains and Flooding Threat	-0.2290	The New York Times	12/18/2023, 08:00 AM, +0000 UTC
12	115	FL	Sarasota County	8.5	78,309	0299.jpg	Bad	Florida Republican Chair Christian Ziegler accused of sexual battery	-0.6480	Sarasota Herald-Tribune	11/30/2023, 08:00 AM, +0000 UTC
17	085	IL	Jo Daviess County	8.5	67,217	0300.jpg	Bad	Stockton man arrested on charges of rape and kidnapping	-0.5790	Journal Standard	05/08/2017, 07:00 AM, +0000 UTC
19	027	IA	Carroll County	8.5	73,643	0302.jpg	Bad	This Iowa Town Was Named One Of The Ugliest In America	-0.9170	B100	02/23/2024, 08:00 AM, +0000 UTC
23	031	ME	York County	8.5	81,315	0304.jpg	Bad	Awful Farts Apparently Ruined a Girls Night in Portland, Maine	-0.8980	wcyy.com	03/08/2024, 08:00 AM, +0000 UTC
27	089	MN	Marshall County	8.5	70,606	0306.jpg	Bad	Fleecing the Farm: How a Fake Crop Fueled a Bizarre $25 Million Ag Scam	-0.8850	Agweb Powered by Farm Journal	02/16/2021, 08:00 AM, +0000 UTC
37	019	NC	Brunswick County	8.5	73,536	0307.jpg	Bad	EPA reexamining importation of harmful chemical wastewater to North Carolina	-0.3450	NC Newsline	11/07/2023, 08:00 AM, +0000 UTC
48	339	TX	Montgomery County	8.5	95,241	0309.jpg	Bad	Couple found shot dead in Montgomery County home, deputies say	-0.3750	CW39 Houston	03/28/2024, 11:36 AM, +0000 UTC
49	057	UT	Weber County	8.5	83,465	0311.jpg	Bad	7 more face charges in Weber County Jail drug distribution operation	-0.2960	KSL.com	08/31/2023, 07:00 AM, +0000 UTC
51	093	VA	Isle of Wight County	8.5	85,227	0312.jpg	Bad	Woman and her dog die after crash on Route 32 in Isle of Wight County	-0.3380	13newsnow.com WVEC	02/01/2024, 08:00 AM, +0000 UTC
53	033	WA	King County	8.5	116,044	0313.jpg	Bad	Former guard indicted for bribery, smuggling drugs into King County Jail	-0.5090	MyNorthwest	11/03/2023, 07:00 AM, +0000 UTC
53	061	WA	Snohomish County	8.5	101,440	0314.jpg	Bad	Wash. mom charged with murder after 4-year-old son's body found along highway	-0.3140	New York Daily News	03/30/2024, 09:06 PM, +0000 UTC
02	130	AK	Ketchikan Gateway Borough	8.6	82,648	0316.jpg	Bad	Opioid crisis still cuts deep in Alaska	-0.9380	Juneau Empire	10/08/2019, 07:00 AM, +0000 UTC
06	055	CA	Napa County	8.6	98,580	0317.jpg	Bad	Parole Denied For Convicted Napa County Rapist, Kidnapper	-0.5830	Patch	02/14/2024, 08:00 AM, +0000 UTC
17	131	IL	Mercer County	8.6	70,430	0320.jpg	Bad	Two Southern Illinois University students died in fatal car crash	-0.4320	WPSD Local 6	12/04/2023, 08:00 AM, +0000 UTC
19	015	IA	Boone County	8.6	74,896	0321.jpg	Bad	Sixth Grader Killed and 5 Others Injured in Iowa School Shooting	-0.6940	The New York Times	01/04/2024, 08:00 AM, +0000 UTC
38	053	ND	McKenzie County	8.6	84,206	0324.jpg	Bad	Watford City man sentenced to seven years for stealing millions of dollars of oil	-0.7420	KFYR	12/02/2022, 08:00 AM, +0000 UTC
38	075	ND	Renville County	8.6	71,271	0325.jpg	Bad	Reports of Bed Bugs are increasing in some North Dakota counties	-0.5800	KX NEWS	02/06/2024, 08:00 AM, +0000 UTC
42	001	PA	Adams County	8.6	76,554	0328.jpg	Bad	Adams County, Pa.: Serious crash shuts down Route 30	-0.5920	WGAL Susquehanna Valley Pa.	11/23/2023, 08:00 AM, +0000 UTC
42	055	PA	Franklin County	8.6	73,709	0329.jpg	Bad	Fire destroys Franklin County home, kills pets while owners on vacation	-0.6210	Public Opinion	12/19/2023, 10:29 AM, +0000 UTC
48	257	TX	Kaufman County	8.6	92,814	0333.jpg	Bad	Kaufman County DA killer wants new death penalty trial	-0.6750	The Dallas Morning News	01/03/2024, 08:00 AM, +0000 UTC
50	011	VT	Franklin County	8.6	76,395	0334.jpg	Bad	Georgia homeowner seriously wounds man during alleged break-in	-0.8670	Local 22/44 News	01/31/2024, 08:00 AM, +0000 UTC
53	011	WA	Clark County	8.6	91,149	0336.jpg	Bad	Mother arrested for murder in Vancouver after missing 4-year-old son found dead	-0.5350	KGW.com	03/29/2024, 11:46 PM, +0000 UTC
56	005	WY	Campbell County	8.6	89,870	0339.jpg	Bad	Man accused of killing two, cutting up their bodies	-0.5350	Gillette News Record	10/11/2016, 07:00 AM, +0000 UTC
08	079	CO	Mineral County	8.7	69,794	0343.jpg	Bad	Former Yakima Officer Accused of Raping Underage Girl	-0.6750	newstalkkit.com	02/08/2024, 08:00 AM, +0000 UTC
08	117	CO	Summit County	8.7	96,984	0344.jpg	Bad	Police shooting in Summit County marks the 17th such death in Colorado this year	-0.8220	Summit Daily	07/21/2023, 07:00 AM, +0000 UTC
17	073	IL	Henry County	8.7	70,517	0347.jpg	Bad	Galva ethanol plant accident severely burns man, officials say	-0.5890	WQAD Moline	02/21/2024, 08:00 AM, +0000 UTC
26	029	MI	Charlevoix County	8.7	71,362	0350.jpg	Bad	UPDATED: Charlevoix County man facing murder charge in daughter's shooting death	-0.4440	Petoskey News-Review	03/16/2020, 07:00 AM, +0000 UTC
27	041	MN	Douglas County	8.7	73,521	0351.jpg	Bad	House Fire in Alexandria Leaves Five People Injured and One Dead	-0.7860	Fergus Now	02/14/2024, 08:00 AM, +0000 UTC
40	017	OK	Canadian County	8.7	81,761	0357.jpg	Bad	Oklahoma Children Survive Horrific Night of Violence That Claimed the Lives of Their Parents	-0.9530	Oxygen	09/20/2023, 07:00 AM, +0000 UTC
50	027	VT	Windsor County	8.7	74,244	0359.jpg	Bad	A Vermont man charged with killing his mother at sea over inheritance dies awaiting trial	-0.6200	The Associated Press	06/15/2023, 07:00 AM, +0000 UTC
51	073	VA	Gloucester County	8.7	76,960	0360.jpg	Bad	Fatal 3-vehicle crash in Gloucester County kills motorcyclist	-0.6120	13newsnow.com WVEC	10/29/2023, 07:00 AM, +0000 UTC
51	550	VA	Chesapeake city	8.7	87,127	0361.jpg	Bad	Wednesday marks 1 year since deadly Chesapeake Walmart shooting	-0.7590	News 3 WTKR Norfolk	11/21/2023, 08:00 AM, +0000 UTC
53	067	WA	Thurston County	8.7	88,560	0362.jpg	Bad	Deputies investigate deadly Thurston County shooting	-0.6060	KOMO News	03/06/2024, 08:00 AM, +0000 UTC
19	165	IA	Shelby County	8.8	71,628	0366.jpg	Bad	Brutally cold weather reaches deep into lower United States, causing dozens of deaths	-0.7500	WYMT	01/20/2024, 08:00 AM, +0000 UTC
26	047	MI	Emmet County	8.8	69,805	0369.jpg	Bad	UPDATE: Trenary man sentenced to minimum 22 years in prison for torture, criminal sexual conduct	-0.5690	WLUC	07/01/2022, 07:00 AM, +0000 UTC
27	067	MN	Kandiyohi County	8.8	72,281	0370.jpg	Bad	Mahaffey arrested on murder charges for Willmar drug death	-0.3540	KWLM (Willmar Radio)	02/29/2024, 01:39 PM, +0000 UTC
29	071	MO	Franklin County	8.8	65,779	0371.jpg	Bad	Man injures son and others in Pacific, Missouri shooting spree	-0.6710	KTVI Fox 2 St. Louis	10/16/2023, 07:00 AM, +0000 UTC
39	045	OH	Fairfield County	8.8	82,447	0372.jpg	Bad	Fairfield Township mother owns up to stealing thousands of dollars from youth organizations	-0.8570	WLWT Cincinnati	02/29/2024, 08:00 AM, +0000 UTC
50	001	VT	Addison County	8.8	79,526	0374.jpg	Bad	New details on gas tanker fire, but is anyone investigating?	-0.7260	WCAX	06/08/2023, 07:00 AM, +0000 UTC
51	115	VA	Mathews County	8.8	73,827	0375.jpg	Bad	Mathews County man said he killed his parents in 'a fit of rage,' investigator testifies	-0.5180	13newsnow.com WVEC	09/07/2022, 07:00 AM, +0000 UTC
06	097	CA	Sonoma County	8.9	96,312	0376.jpg	Bad	4 California deputies injured after suspect leads chase before dying in crash	-0.3700	UPI News	03/04/2024, 08:00 AM, +0000 UTC
13	135	GA	Gwinnett County	8.9	83,918	0377.jpg	Bad	Gwinnett teen hid for days after family receives chilling calls in ‘elaborate’ kidnapping scheme	-0.8790	WSB Atlanta	03/08/2024, 08:00 AM, +0000 UTC
18	127	IN	Porter County	8.9	84,352	0379.jpg	Bad	Attorneys want out of Porter County real estate fraud case; accused wants $150,000 refund	-0.5730	The Times of Northwest Indiana	09/01/2023, 07:00 AM, +0000 UTC
19	129	IA	Mills County	8.9	75,835	0380.jpg	Bad	Fremont County Sheriff’s deputies investigate attempted murder	-0.4090	WOWT	09/17/2023, 07:00 AM, +0000 UTC
26	111	MI	Midland County	8.9	77,595	0383.jpg	Bad	Midland man accepts ‘terrible father’ label for killing infant daughter who interrupted video games	-0.8240	MLive.com	11/17/2023, 08:00 AM, +0000 UTC
27	109	MN	Olmsted County	8.9	88,032	0384.jpg	Bad	Man to stand trial for repeatedly threatening Rochester police and their families	-0.7360	KIMT 3	10/20/2023, 03:35 PM, +0000 UTC
32	007	NV	Elko County	8.9	88,757	0386.jpg	Bad	Officials open up about suicides in Carson City	-0.4900	Nevada Appeal	04/08/2023, 07:00 AM, +0000 UTC
37	037	NC	Chatham County	8.9	84,516	0387.jpg	Bad	More bad laws continue to emerge from flawed state budget	-0.9520	NC Newsline	10/09/2023, 07:00 AM, +0000 UTC
37	053	NC	Currituck County	8.9	76,217	0388.jpg	Bad	North Carolina charter boat captain fires shots at deputies before fleeing into woods: reports	-0.2380	Fox News	02/01/2023, 08:00 AM, +0000 UTC
38	019	ND	Cavalier County	8.9	73,221	0389.jpg	Bad	Burglary suspect charged with ten felonies in Cavalier County	-0.1840	Grand Forks Herald	07/24/2023, 07:00 AM, +0000 UTC
42	019	PA	Butler County	8.9	81,507	0391.jpg	Bad	Victim Walks In on Burglar — Turns Out to Be Neighbor Who Stole Nearly $100 Worth of Change	-0.6030	exploreClarion	12/20/2023, 08:00 AM, +0000 UTC
51	685	VA	Manassas Park city	8.9	90,816	0392.jpg	Bad	Woman abducted at Manassas-area apartment, dragged behind car	-0.6520	PotomacLocal.com	06/13/2023, 07:00 AM, +0000 UTC
55	027	WI	Dodge County	8.9	69,681	0393.jpg	Bad	2 injured, 1 critically, in Dodge County crash, authorities say	-0.5070	Madison.com	03/05/2024, 08:00 AM, +0000 UTC
13	145	GA	Harris County	9.0	90,636	0394.jpg	Bad	Heartbroken' mother mourns daughter who died entering path of high-speed chase	-0.5980	FOX 5 Atlanta	10/17/2023, 07:00 AM, +0000 UTC
15	009	HI	Maui County	9.0	89,794	0395.jpg	Bad	Desperate residents are looting businesses and robbing people at gunpoint, Maui locals say	-0.9440	Fox News	08/14/2023, 07:00 AM, +0000 UTC
27	049	MN	Goodhue County	9.0	82,091	0399.jpg	Bad	Red Wing man charged with murder after juvenile dies from overdose	-0.4860	Rochester Post Bulletin	04/19/2023, 07:00 AM, +0000 UTC
29	099	MO	Jefferson County	9.0	78,297	0401.jpg	Bad	Festus man accused of assaulting Jefferson County sheriff’s deputy	-0.5460	KFVS	12/26/2023, 08:00 AM, +0000 UTC
31	151	NE	Saline County	9.0	72,948	0402.jpg	Bad	One dead after three-vehicle crash on eastern Nebraska highway	-0.3310	KLKN	06/29/2023, 07:00 AM, +0000 UTC
33	017	NH	Strafford County	9.0	82,845	0403.jpg	Bad	Man facing murder charge in fatal beating of elderly man outside NH Walmart	-0.4440	Boston News, Weather, Sports | WHDH 7News	07/15/2023, 07:00 AM, +0000 UTC
37	109	NC	Lincoln County	9.0	78,615	0405.jpg	Bad	Medical chopper called to serious crash on US 321 in Gaston Co.	-0.3580	WCNC.com	03/29/2024, 02:41 PM, +0000 UTC
38	011	ND	Bowman County	9.0	75,386	0406.jpg	Bad	Critical incident' shuts down Fargo alleyway after agent fires weapon	-0.3540	Grand Forks Herald	01/30/2024, 08:00 AM, +0000 UTC
48	009	TX	Archer County	9.0	72,062	0411.jpg	Bad	Beloved Texas Teacher and Mother of 4 Manuela Allen Brutally Killed While Her Family Slept	-0.9310	Oxygen	09/30/2022, 07:00 AM, +0000 UTC
48	053	TX	Burnet County	9.0	74,897	0412.jpg	Bad	Burnet County Sheriff's Office warns of scammers impersonating deputies in jury duty phone hoax	-0.6250	KEYE TV CBS Austin	10/31/2023, 07:00 AM, +0000 UTC
48	139	TX	Ellis County	9.0	89,314	0413.jpg	Bad	12-year-old killed, 5 others injured in Ellis County ATV crash	-0.5040	FOX 4 News Dallas-Fort Worth	09/18/2023, 07:00 AM, +0000 UTC
48	205	TX	Hartley County	9.0	84,165	0414.jpg	Bad	Police investigating Dak Prescott claim of extortion by woman who alleged sexual assault	-0.7120	Fort Worth Star-Telegram	03/13/2024, 07:00 AM, +0000 UTC
51	510	VA	Alexandria city	9.0	110,115	0416.jpg	Bad	City Council members say ward system would be a bad idea for Alexandria	-0.8730	ALXnow	09/29/2023, 07:00 AM, +0000 UTC
15	007	HI	Kauai County	9.1	81,939	0420.jpg	Bad	2 Native Hawaiians get prison in hate crime beating of white newcomer on Maui	-0.8010	NPR	03/02/2023, 08:00 AM, +0000 UTC
18	047	IN	Franklin County	9.1	74,779	0422.jpg	Bad	Child molestation suspect found dead at Johnson County Jail	-0.4390	WTHR	08/11/2023, 07:00 AM, +0000 UTC
18	115	IN	Ohio County	9.1	70,618	0423.jpg	Bad	Crash, burglary at eastern Indiana gun store	-0.3880	WTHR	07/24/2023, 07:00 AM, +0000 UTC
19	001	IA	Adair County	9.1	66,997	0425.jpg	Bad	Stuart man accused of breaking into apartment, raping 15-year-old girl	-0.7650	Local 5 - weareiowa.com	10/17/2019, 07:00 AM, +0000 UTC
19	113	IA	Linn County	9.1	74,134	0427.jpg	Bad	Linn County man charged with murder in Lily Lake case	-0.5100	KCRG	02/21/2024, 08:00 AM, +0000 UTC
23	015	ME	Lincoln County	9.1	72,657	0429.jpg	Bad	Lincoln woman arrested for discharging firearm in neighborhood	-0.3050	WABI	02/22/2024, 08:00 AM, +0000 UTC
26	037	MI	Clinton County	9.1	80,212	0430.jpg	Bad	Macomb County church youth leader accused of coercing minor to have sex	-0.7020	WDIV ClickOnDetroit	11/15/2023, 08:00 AM, +0000 UTC
27	009	MN	Benton County	9.1	71,493	0431.jpg	Bad	5 drug task force officers and a man hurt in gunbattle at home in rural Minnesota	-0.4250	WCAX	10/12/2023, 07:00 AM, +0000 UTC
27	063	MN	Jackson County	9.1	66,694	0432.jpg	Bad	How 6 Mississippi officers tried to cover up their torture of 2 Black men	-0.9160	The Associated Press	08/04/2023, 07:00 AM, +0000 UTC
39	175	OH	Wyandot County	9.1	65,631	0434.jpg	Bad	Tiffin man facing kidnapping, aggravated robbery charges	-0.4560	WNWO NBC 24	01/15/2022, 08:00 AM, +0000 UTC
42	071	PA	Lancaster County	9.1	82,434	0435.jpg	Bad	Lancaster County man, long an inmate at Chester County Prison, guilty in drug ring prosecution	-0.3140	Daily Local News	03/07/2024, 08:00 AM, +0000 UTC
42	133	PA	York County	9.1	79,938	0436.jpg	Bad	One person injured in shooting at York County mobile home park; police are investigating	-0.4210	WPMT FOX 43	03/22/2024, 04:04 PM, +0000 UTC
51	683	VA	Manassas city	9.1	97,722	0439.jpg	Bad	Georgia man charged with raping woman in Virginia hotel	-0.8010	FOX 5 DC	06/30/2022, 07:00 AM, +0000 UTC
53	053	WA	Pierce County	9.1	92,793	0440.jpg	Bad	Why many judges in WA aren't ordering alleged abusers to turn in guns	-0.7860	The Seattle Times	07/09/2023, 07:00 AM, +0000 UTC
55	083	WI	Oconto County	9.1	68,127	0441.jpg	Bad	2 found guilty of armed robbery charges in Oconto County	-0.1940	WBAY	11/30/2021, 08:00 AM, +0000 UTC
17	049	IL	Effingham County	9.2	74,800	0443.jpg	Bad	Effingham man charged with sexually assaulting a child under 13	-0.6840	Effingham Daily News	12/21/2023, 08:00 AM, +0000 UTC
27	031	MN	Cook County	9.2	69,279	0448.jpg	Bad	Man charged with murder for killing former sex offender with a shovel and an antler	-0.5400	The National Desk	03/14/2023, 07:00 AM, +0000 UTC
30	049	MT	Lewis and Clark County	9.2	72,491	0451.jpg	Bad	Neighbors' Feud Over Montana Land Ends in Fatal Shooting — What Really Happened?	-0.6520	Oxygen	12/03/2023, 08:00 AM, +0000 UTC
30	063	MT	Missoula County	9.2	68,210	0452.jpg	Bad	Trial set for Reserve Street crash that injured local high school teacher	-0.2930	Missoulian	01/10/2024, 08:00 AM, +0000 UTC
40	145	OK	Wagoner County	9.2	73,851	0457.jpg	Bad	13 Oklahomans charged in federal catalytic converter theft ring	-0.1770	2 News Oklahoma KJRH Tulsa	11/02/2022, 07:00 AM, +0000 UTC
49	025	UT	Kane County	9.2	66,609	0459.jpg	Bad	Massive Utah drug bust highlights magnitude of fentanyl supply pushed by cartels	-0.7370	KSLTV	12/14/2023, 08:00 AM, +0000 UTC
51	087	VA	Henrico County	9.2	82,187	0461.jpg	Bad	Father and son killed in Henrico County home, per Crime Insider sources	-0.4630	CBS 6 News Richmond WTVR	11/27/2023, 08:00 AM, +0000 UTC
55	121	WI	Trempealeau County	9.2	68,184	0462.jpg	Bad	Unidentified man arrested in Independence after hit-and-run, who returned to scene to hit another	-0.4180	WIZM NEWS	09/16/2023, 07:00 AM, +0000 UTC
13	013	GA	Barrow County	9.3	77,583	0464.jpg	Bad	This is the Worst County to Live in Georgia	-0.9110	The Georgia Virtue	07/29/2021, 07:00 AM, +0000 UTC
15	003	HI	Honolulu County	9.3	96,304	0465.jpg	Bad	Amid Maui Fire Devastation, Big Oil Tries to Kill Hawaii Climate Lawsuit	-0.8940	Common Dreams	08/17/2023, 07:00 AM, +0000 UTC
18	147	IN	Spencer County	9.3	70,440	0466.jpg	Bad	Man facing attempted murder charge after shooting in Spencer County	-0.4580	WEVV	08/31/2023, 08:47 PM, +0000 UTC
26	009	MI	Antrim County	9.3	71,945	0469.jpg	Bad	Antrim County shooting now treated as homicide as victim dies	-0.5750	Petoskey News-Review	03/12/2018, 07:00 AM, +0000 UTC
30	111	MT	Yellowstone County	9.3	78,216	0470.jpg	Bad	Yellowstone County deputies involved in fatal shooting	-0.6110	Q2 News	10/05/2023, 07:00 AM, +0000 UTC
36	119	NY	Westchester County	9.3	108,037	0471.jpg	Bad	Five Men Charged With Murder In Connection With Failed Robbery Attempt That Left Two Dead	-0.6900	Department of Justice	03/20/2024, 07:00 AM, +0000 UTC
39	149	OH	Shelby County	9.3	72,498	0473.jpg	Bad	Pets dead, 2 hospitalized after Sidney house fire	-0.5080	WDTN.com	
39	161	OH	Van Wert County	9.3	59,377	0474.jpg	Bad	Van Wert man indicted for murder in September death	-0.4900	LimaOhio.com	11/02/2023, 07:00 AM, +0000 UTC
46	033	SD	Custer County	9.3	75,336	0475.jpg	Bad	Speaking out: Attorney General's Office scandal involves corruption and incompetence	-0.9170	Bismarck Tribune	01/16/2024, 08:00 AM, +0000 UTC
49	017	UT	Garfield County	9.3	66,786	0477.jpg	Bad	The Looming Drug Problem People Don't Talk About In Utah	-0.8670	104.3 WOW Country	03/06/2024, 08:00 AM, +0000 UTC
50	023	VT	Washington County	9.3	77,432	0478.jpg	Bad	Burglary at Goddard College: $10,000 worth of tools stolen	-0.7310	Newport Dispatch	09/07/2023, 07:00 AM, +0000 UTC
53	007	WA	Chelan County	9.3	81,697	0479.jpg	Bad	Chelan County jail officer killed in Wednesday motorcycle crash	-0.4920	NCWLIFE News	08/10/2023, 07:00 AM, +0000 UTC
54	037	WV	Jefferson County	9.3	87,259	0480.jpg	Bad	One man killed, one injured in overnight Lakewood shooting	-0.4900	The Denver Post	09/23/2023, 07:00 AM, +0000 UTC
55	039	WI	Fond du Lac County	9.3	71,206	0481.jpg	Bad	Deadly crash in Fond du Lac County, authorities identify 61-year-old victim	-0.4880	WeAreGreenBay.com	03/25/2024, 05:20 PM, +0000 UTC
55	091	WI	Pepin County	9.3	69,535	0482.jpg	Bad	Turtle Lake man accused of 25 burglaries in several northwest Wisconsin counties sentenced	-0.3350	WQOW TV News 18	06/02/2022, 07:00 AM, +0000 UTC
18	073	IN	Jasper County	9.4	75,738	0487.jpg	Bad	Jasper County man arrested in alleged kidnapping in Nebraska	-0.4720	wlfi.com	01/13/2022, 11:36 PM, +0000 UTC
31	139	NE	Pierce County	9.4	70,906	0493.jpg	Bad	White supremacist gang members charged with double murder, dumping bodies in Wash. state	-0.3770	KFXL Fox Nebraska	02/15/2024, 08:00 AM, +0000 UTC
33	003	NH	Carroll County	9.4	71,981	0494.jpg	Bad	Lakes Region Child Sexual Assaulter Charged With Murder	-0.6660	Patch	12/18/2023, 08:00 AM, +0000 UTC
47	149	TN	Rutherford County	9.4	77,320	0497.jpg	Bad	Black Children Were Jailed for a Crime That Doesn't Exist. Almost Nothing Happened to the Adults in Charge.	-0.9030	ProPublica	10/08/2021, 07:00 AM, +0000 UTC
55	117	WI	Sheboygan County	9.4	65,008	0499.jpg	Bad	Sheboygan County jury finds Grafton man guilty of kidnapping but not guilty of murder plot	-0.2820	Sheboygan Press	08/15/2022, 07:00 AM, +0000 UTC
06	111	CA	Ventura County	9.5	101,981	0500.jpg	Bad	Scare in Ventura County movie theater when witnesses say man claims to have gun	-0.3980	kclu.org	07/26/2023, 07:00 AM, +0000 UTC
08	000	CO	Colorado	9.5	89,096	0501.jpg	Bad	Colorado's Biggest and Most Dangerous Gangs Continue to Grow	-0.9220	K99	10/26/2023, 07:00 AM, +0000 UTC
10	005	DE	Sussex County	9.5	81,188	0502.jpg	Bad	Sussex County schools to reopen after 3 teens shot in deadly shooting in Laurel, Delaware	-0.6280	WPVI-TV	10/31/2023, 07:00 AM, +0000 UTC
20	103	KS	Leavenworth County	9.5	79,117	0505.jpg	Bad	Man sentenced in 2022 shooting death in Leavenworth apartment	-0.3350	KSHB 41 Kansas City News	03/27/2024, 09:26 PM, +0000 UTC
27	081	MN	Lincoln County	9.5	64,860	0510.jpg	Bad	Shooting deaths of rural Minnesota couple confirmed as murder-suicide	-0.4250	Bring Me The News	01/06/2024, 08:00 AM, +0000 UTC
38	009	ND	Bottineau County	9.5	69,351	0518.jpg	Bad	Plane crash near Westhope seriously injures one	-0.6170	KFYR	06/22/2023, 07:00 AM, +0000 UTC
48	187	TX	Guadalupe County	9.5	86,043	0519.jpg	Bad	Couple arrested in brutal murder of man at Guadalupe River	-0.8060	KEYE TV CBS Austin	05/13/2016, 07:00 AM, +0000 UTC
48	393	TX	Roberts County	9.5	70,814	0520.jpg	Bad	Body found in same Houston home where a rapper allegedly held a woman captive for years	-0.5950	NBC News	01/09/2024, 08:00 AM, +0000 UTC
53	035	WA	Kitsap County	9.5	93,794	0521.jpg	Bad	Man critically injured in road rage shooting on SR 16 in Kitsap County	-0.5680	KOMO News	07/24/2023, 07:00 AM, +0000 UTC
53	055	WA	San Juan County	9.5	84,024	0522.jpg	Bad	San Juan County Sheriff voices ‘extreme frustration and disappointment’ with judicial system	-0.8320	KIRO Seattle	11/24/2023, 08:00 AM, +0000 UTC
56	033	WY	Sheridan County	9.5	70,224	0523.jpg	Bad	Three Wyomingites Charged With Kidnapping After Woman Found Dead Near Denver	-0.5040	Cowboy State Daily	01/03/2022, 08:00 AM, +0000 UTC
18	171	IN	Warren County	9.6	73,539	0526.jpg	Bad	Former virtual charter school leaders face federal charges tied to alleged enrollment scam	-0.6460	Chalkbeat	01/23/2024, 08:00 AM, +0000 UTC
20	201	KS	Washington County	9.6	63,797	0530.jpg	Bad	Public defenders sue Washington County over what they say is systemic courthouse racism	-0.8240	Oregon Public Broadcasting	08/30/2023, 07:00 AM, +0000 UTC
26	115	MI	Monroe County	9.6	72,166	0531.jpg	Bad	Monroe among Michigan's top 10 communities in opioid death rates	-0.5600	Monroe Evening News	05/13/2022, 07:00 AM, +0000 UTC
27	000	MN	Minnesota	9.6	82,343	0532.jpg	Bad	Edina police believe break-ins at 9 "affluent" homes may be connected	-0.6480	CBS News	02/07/2024, 08:00 AM, +0000 UTC
27	057	MN	Hubbard County	9.6	67,797	0533.jpg	Bad	Federal prosecutors charge 14 more Minneapolis gang members	-0.4160	KSTP	08/16/2023, 07:00 AM, +0000 UTC
27	113	MN	Pennington County	9.6	76,423	0535.jpg	Bad	Suspect charged in brutal murder of employee at Digi-Key	-0.7780	KFGO	05/12/2023, 07:00 AM, +0000 UTC
30	095	MT	Stillwater County	9.6	81,147	0537.jpg	Bad	Montana Train Derailment Raises Fears of Similar Disasters on Proposed Uinta Basin Railway	-0.9400	Common Dreams	06/25/2023, 07:00 AM, +0000 UTC
31	051	NE	Dixon County	9.6	61,144	0539.jpg	Bad	Plano council meeting heats up from corruption allegations	-0.8130	Star Local Media	04/24/2019, 07:00 AM, +0000 UTC
34	009	NJ	Cape May County	9.6	80,845	0540.jpg	Bad	Dirty Politics: New Jersey's Ugly Reality	-0.9580	New Jersey 101.5 FM	12/11/2023, 08:00 AM, +0000 UTC
34	039	NJ	Union County	9.6	96,483	0541.jpg	Bad	Violence, drugs and bullying in all NJ schools: Union County	-0.8620	New Jersey 101.5 FM	01/24/2024, 08:00 AM, +0000 UTC
36	069	NY	Ontario County	9.6	76,601	0542.jpg	Bad	NY State Police trooper shoots, kills teen in Ontario County NY	-0.5270	Democrat & Chronicle	11/16/2023, 08:00 AM, +0000 UTC
