Table with column headers in rows 3 and 4											
State FIPS Code	County FIPS Code	Postal Code	Name	Poverty Percent, All Ages	Median Household Income	Image Found?	Headline Type	Headline	Sentiment Rating	Publisher	Date
29	123	MO	Madison County	18.1	47,068	2480.jpg	Good	You have a friend in the White House': Jill Biden praises teachers during Madison County visit	0.6660	Channel3000.com - WISC-TV3	08/31/2023, 07:00 AM, +0000 UTC
48	351	TX	Newton County	18.1	47,804	2484.jpg	Good	Don't Worry Be Happy - Missouri Town Friendliest in The State	0.9520	97.9 KICK FM	02/09/2024, 08:00 AM, +0000 UTC
06	107	CA	Tulare County	18.2	64,313	2486.jpg	Good	Ordinary People With Extraordinary Courage;' Officers, Knight Central Valley Heroes	0.9260	Porterville Recorder	03/08/2024, 08:00 AM, +0000 UTC
30	047	MT	Lake County	18.2	57,225	2491.jpg	Good	Lake County school bus driver used bus to protect hit-and-run victim	0.1680	WKMG News 6 & ClickOrlando	10/30/2023, 07:00 AM, +0000 UTC
48	443	TX	Terrell County	18.2	47,969	2492.jpg	Good	Travis Hunter Praised by Terrell Owens; Colorado WR's Skills Are 'Off the Charts'	0.8960	Bleacher Report	10/05/2023, 07:00 AM, +0000 UTC
54	035	WV	Jackson County	18.2	54,735	2494.jpg	Good	PB multi-sport star TD Bodkins primed to build upon the success of a brilliant sophomore season	0.9480	WV News	08/02/2023, 07:00 AM, +0000 UTC
01	121	AL	Talladega County	18.3	55,186	2495.jpg	Good	Google brings Wi-Fi-equipped school buses to Alabama city	0.4070	Made In Alabama	03/15/2019, 07:00 AM, +0000 UTC
01	133	AL	Winston County	18.3	51,149	2496.jpg	Good	Baseball Recap: Winston County wins going away against Sulligent	0.5310	MaxPreps	04/01/2024, 02:50 AM, +0000 UTC
28	067	MS	Jones County	18.3	58,000	2502.jpg	Good	Surprise celebration honors Jones County bus driver's half-century service	0.8790	WCTI12.com	09/04/2023, 07:00 AM, +0000 UTC
39	105	OH	Meigs County	18.3	46,393	2503.jpg	Good	Meigs County students receive recognition	0.8650	Meigs Independent Press	06/08/2023, 07:00 AM, +0000 UTC
48	353	TX	Nolan County	18.3	50,579	2506.jpg	Good	Family of transplant teen hope to meet donor	0.5410	BBC	12/27/2023, 08:00 AM, +0000 UTC
53	027	WA	Grays Harbor County	18.3	62,258	2507.jpg	Good	Multi-platinum recording artist Mary Lambert to headline Grays Harbor Pride Festival	0.6620	KXRO Newsradio	06/23/2023, 07:00 AM, +0000 UTC
01	101	AL	Montgomery County	18.4	56,862	2508.jpg	Good	Share Food Program receives grant for exciting upgrades to new Montgomery County warehouse	0.9760	CBS Philly	03/15/2024, 07:00 AM, +0000 UTC
12	093	FL	Okeechobee County	18.4	50,176	2509.jpg	Good	Longtime Red Cross volunteer finds happiness in helping others	0.9400	Vero News	04/17/2023, 07:00 AM, +0000 UTC
13	225	GA	Peach County	18.4	58,471	2510.jpg	Good	Houston County, GA welcomes students on first day of school	0.5880	13WMAZ.com	08/01/2022, 07:00 AM, +0000 UTC
35	055	NM	Taos County	18.4	48,462	2517.jpg	Good	Local incubators fuel the future of entrepreneurship in Taos	0.9430	The Taos News	02/09/2024, 10:58 PM, +0000 UTC
39	079	OH	Jackson County	18.4	54,893	2518.jpg	Good	Men who tackled suspect at rally declared heroes by Jackson County	0.8200	WDAF FOX4 Kansas City	03/04/2024, 08:00 AM, +0000 UTC
45	047	SC	Greenwood County	18.4	49,867	2519.jpg	Good	State Focus: A New Frontier For Investment In South Carolina	0.9220	Business Facilities Magazine	03/09/2023, 08:01 PM, +0000 UTC
45	087	SC	Union County	18.4	46,461	2520.jpg	Good	Greenshoots: Outdoor enthusiasts praise support from state lawmakers	0.8180	Business North Carolina	11/01/2023, 07:00 AM, +0000 UTC
51	029	VA	Buckingham County	18.4	55,965	2521.jpg	Good	Viral TikTok helps Buckingham Co. woman reunite with lost wedding ring	0.4490	WSET	05/20/2023, 07:00 AM, +0000 UTC
04	007	AZ	Gila County	18.5	51,928	2525.jpg	Good	Feed store seen as a bright spot for downtown Duncan	0.9300	Eastern Arizona Courier	03/18/2024, 04:02 PM, +0000 UTC
13	043	GA	Candler County	18.5	44,493	2527.jpg	Good	Georgia's Aerospace Industry Engineers the Future of Flight	0.9520	Better Georgia	06/16/2023, 07:00 AM, +0000 UTC
36	003	NY	Allegany County	18.5	55,466	2534.jpg	Good	Warming House receives $4000 grant	0.6250	The Bona Venture	01/26/2024, 08:00 AM, +0000 UTC
40	021	OK	Cherokee County	18.5	49,403	2536.jpg	Good	TALENT IN BUNCHES: Caden Bunch looks to be next up out of Cherokee County	0.8840	Tahlequah Daily Press	05/17/2023, 07:00 AM, +0000 UTC
13	317	GA	Wilkes County	18.6	47,377	2543.jpg	Good	Michaux: '67 Washington-Wilkes team reminisces about state championship	0.1430	The Augusta Chronicle	09/28/2017, 07:00 AM, +0000 UTC
21	155	KY	Marion County	18.6	53,676	2544.jpg	Good	Regional counties receive grants for clean up efforts	0.7640	WBKO	02/08/2024, 08:00 AM, +0000 UTC
54	061	WV	Monongalia County	18.6	59,094	2548.jpg	Good	Pantry Plus More earns $10000 donation with WVU Dukes Mayo Bowl win	0.7730	wajr	12/28/2023, 08:00 AM, +0000 UTC
01	049	AL	DeKalb County	18.7	50,037	2549.jpg	Good	Love is love' to area residents at annual DeKalb Pride Fest	0.7830	Daily Chronicle	06/22/2023, 07:00 AM, +0000 UTC
05	083	AR	Logan County	18.7	48,510	2550.jpg	Good	Small-town young LGBTQ+ person left a heartwarming note for a woman who flew Pride flag	0.9220	Upworthy	07/06/2021, 11:48 PM, +0000 UTC
12	073	FL	Leon County	18.7	61,560	2551.jpg	Good	Leon County says increase in state money helping combat housing affordability	0.8870	WTXL ABC 27 Tallahassee News	03/05/2024, 08:00 AM, +0000 UTC
21	031	KY	Butler County	18.7	50,824	2552.jpg	Good	Crestview Hills neighbors get creative by creating ice sculpture	0.7970	FOX19	01/16/2024, 08:00 AM, +0000 UTC
54	067	WV	Nicholas County	18.7	46,757	2558.jpg	Good	Singing Valentines deliver joy to workplaces around Charleston	0.9680	WOWK 13 News	02/14/2024, 08:00 AM, +0000 UTC
05	001	AR	Arkansas County	18.8	52,145	2561.jpg	Good	Son of Marion police officer remembered as hero after risking life to save friend	0.8420	Action News 5	06/08/2023, 07:00 AM, +0000 UTC
06	047	CA	Merced County	18.8	65,253	2562.jpg	Good	Startups to Watch: Pair Team folds health care into non-clinical spaces	0.7640	The Business Journals	01/12/2024, 08:00 AM, +0000 UTC
13	251	GA	Screven County	18.8	52,713	2563.jpg	Good	Screven County schools announce new Teachers of the Year	0.7280	The Augusta Chronicle	05/27/2022, 07:00 AM, +0000 UTC
39	081	OH	Jefferson County	18.8	54,272	2569.jpg	Good	Good Samaritans saved a life in Ohio house fire	0.9660	WTRF	02/14/2024, 08:00 AM, +0000 UTC
48	037	TX	Bowie County	18.8	52,460	2570.jpg	Good	‘I shot the big one’: Teen’s patience leads to potential state-record buck	0.8100	KWCH	11/01/2023, 07:00 AM, +0000 UTC
48	245	TX	Jefferson County	18.8	55,065	2571.jpg	Good	High school baseball: Sawyer Bonin of Texas tops national batting average leaderboard at .840	0.1990	MaxPreps	05/03/2023, 07:00 AM, +0000 UTC
51	710	VA	Norfolk city	18.8	60,030	2572.jpg	Good	NHRA offering up to $40K to first-time home buyers in Norfolk, VA	0.4230	13newsnow.com WVEC	01/13/2024, 08:00 AM, +0000 UTC
05	071	AR	Johnson County	18.9	46,660	2574.jpg	Good	Son of Marion police officer remembered as hero after risking life to save friend	0.8420	Action News 5	06/08/2023, 07:00 AM, +0000 UTC
12	121	FL	Suwannee County	18.9	51,295	2576.jpg	Good	Cross Country Summer Camp inspires middle and high schoolers to run towards success	0.9450	Madison County Carrier	09/14/2023, 07:00 AM, +0000 UTC
24	510	MD	Baltimore city	18.9	54,735	2579.jpg	Good	New holiday tradition spreads joy throughout Maryland neighborhood	0.9620	NBC News	12/03/2023, 08:00 AM, +0000 UTC
48	411	TX	San Saba County	18.9	51,350	2583.jpg	Good	Congrats to Sheriff Jenkins on his election win	0.9400	San Saba News & Star	03/06/2024, 08:00 AM, +0000 UTC
17	019	IL	Champaign County	19.0	61,205	2587.jpg	Good	The life of a local baseball icon coming to the Champaign County History Museum	0.3520	The News-Gazette	12/31/2023, 08:00 AM, +0000 UTC
18	035	IN	Delaware County	19.0	54,059	2588.jpg	Good	Startups of The Year 2023 Winners: North America	0.5660	hackernoon.com	01/24/2024, 08:00 AM, +0000 UTC
05	075	AR	Lawrence County	19.1	47,312	2593.jpg	Good	River Valley physician of the year looks back on lifetime of service to the region | Arkansas Democrat Gazette	0.4410	Arkansas Online	10/08/2023, 07:00 AM, +0000 UTC
12	001	FL	Alachua County	19.1	58,783	2595.jpg	Good	ICI Homes for Hope breaks ground in building a brighter future for Greater Gainesville	0.9530	Alachua Chronicle	01/12/2024, 08:00 AM, +0000 UTC
40	015	OK	Caddo County	19.1	51,071	2600.jpg	Good	“Self-Healing Asphalt” on interstate wins praise in Oklahoma	0.9750	Equipment World	04/10/2023, 07:00 AM, +0000 UTC
40	101	OK	Muskogee County	19.1	53,035	2601.jpg	Good	Thrift store fills a need	0.9310	Muskogee Daily Phoenix	03/14/2019, 07:00 AM, +0000 UTC
47	087	TN	Jackson County	19.1	43,306	2602.jpg	Good	Tennessee Tech vision brings new life to state's rural counties	0.9190	Tennessean	05/09/2023, 07:00 AM, +0000 UTC
01	039	AL	Covington County	19.2	46,958	2605.jpg	Good	Alabama's 'Rocket City' explores growth areas in aerospace and beyond	0.6970	Made In Alabama	06/21/2023, 07:00 AM, +0000 UTC
13	173	GA	Lanier County	19.2	50,671	2607.jpg	Good	Lanier County softball wins first state championship in schools history	0.9190	WCTV	10/28/2023, 07:00 AM, +0000 UTC
18	157	IN	Tippecanoe County	19.2	56,088	2608.jpg	Good	Women of Distinction: Salute to Women honoree Lorie Amick	0.9300	wlfi.com	07/16/2021, 07:00 AM, +0000 UTC
28	000	MS	Mississippi	19.2	52,788	2610.jpg	Good	Moral imperative': House overwhelmingly passes Mississippi Medicaid expansion	0.4670	Mississippi Today	02/28/2024, 08:00 AM, +0000 UTC
39	099	OH	Mahoning County	19.2	54,774	2615.jpg	Good	Golfers and artists come together for Sip'n Paint fundraiser	0.6340	SalemNews.net	06/30/2023, 07:00 AM, +0000 UTC
40	111	OK	Okmulgee County	19.2	45,754	2616.jpg	Good	Morris Public Schools offering free third meal to students	0.7120	2 News Oklahoma KJRH Tulsa	10/30/2023, 07:00 AM, +0000 UTC
40	125	OK	Pottawatomie County	19.2	52,695	2617.jpg	Good	Pottawatomie County Achieves Certified Blue Zones Community® status	0.8780	PR Newswire	08/20/2020, 07:00 AM, +0000 UTC
48	297	TX	Live Oak County	19.2	58,576	2618.jpg	Good	Workforce Solutions mobile unit seeks to help people find jobs	0.6580	KRIS 6 News Corpus Christi	09/18/2023, 07:00 AM, +0000 UTC
18	053	IN	Grant County	19.3	51,053	2620.jpg	Good	Grant County K-9 Deputy praised for his help in sex trafficking case	0.8970	21 Alive News	03/05/2024, 08:00 AM, +0000 UTC
29	215	MO	Texas County	19.3	46,622	2627.jpg	Good	Ellis County quilters sharing creative craft with the next generation	0.9400	CBS News	03/16/2024, 07:00 AM, +0000 UTC
48	001	TX	Anderson County	19.3	60,800	2629.jpg	Good	Blue Santa program brings joy to those in need during the holidays	0.9620	Tyler Morning Telegraph	12/07/2023, 11:46 AM, +0000 UTC
40	119	OK	Payne County	19.4	51,236	2639.jpg	Good	Injured Payne County Soldier Receives Surprise, Large Welcome Home	0.9200	News On 6	11/07/2023, 10:07 PM, +0000 UTC
48	241	TX	Jasper County	19.4	50,763	2641.jpg	Good	Smith beats three to win sheriff without runoff	0.0970	TheRecordLive.com	03/05/2024, 08:00 AM, +0000 UTC
01	057	AL	Fayette County	19.5	49,205	2644.jpg	Good	Berry Native Tapped To Lead Stillman Volleyball Program	0.2190	Patch	02/05/2024, 08:00 AM, +0000 UTC
17	055	IL	Franklin County	19.5	49,108	2649.jpg	Good	Mary Kay Mattiace: A Franklin County wonder	0.8830	The Recorder	02/14/2024, 08:00 AM, +0000 UTC
21	043	KY	Carter County	19.5	48,285	2650.jpg	Good	Plenty of creativity at Grayson art gallery	0.7590	The Independent	08/28/2020, 07:00 AM, +0000 UTC
28	101	MS	Newton County	19.5	47,320	2652.jpg	Good	Community Partners with EJI to Dedicate Historical Marker in Newton County, Mississippi	0.1680	Equal Justice Initiative	03/12/2024, 08:38 PM, +0000 UTC
36	007	NY	Broome County	19.5	60,533	2654.jpg	Good	Bringing the Fun Back at the Eastern NY Summer Jersey Show	0.9250	Morning Ag Clips -	08/14/2023, 07:00 AM, +0000 UTC
48	255	TX	Karnes County	19.5	61,860	2657.jpg	Good	Winning $1 million scratch-off sold in Karnes County	0.4050	KSAT San Antonio	01/09/2024, 08:00 AM, +0000 UTC
13	235	GA	Pulaski County	19.6	46,975	2663.jpg	Good	Pulaski County senior center brings enjoyment to senior citizens	0.9350	13WMAZ.com	11/23/2022, 08:00 AM, +0000 UTC
21	055	KY	Crittenden County	19.6	50,452	2664.jpg	Good	‘It feels like family.’ Top-10 recruit Leah Macy finds success and community at new school.	0.8960	Lexington Herald Leader	01/25/2024, 08:00 AM, +0000 UTC
29	221	MO	Washington County	19.6	47,636	2667.jpg	Good	Startups of The Year 2023 Winners: North America	0.5660	hackernoon.com	01/24/2024, 08:00 AM, +0000 UTC
35	035	NM	Otero County	19.6	52,787	2671.jpg	Good	Tri-State Member Cooperatives Celebrate Halfway Point of Construction for Escalante Solar	0.4280	PR Newswire	11/09/2023, 08:00 AM, +0000 UTC
37	083	NC	Halifax County	19.6	44,804	2672.jpg	Good	Halifax County Schools shows signs of improvement	0.9200	EdNC	11/12/2020, 08:00 AM, +0000 UTC
45	025	SC	Chesterfield County	19.6	44,574	2674.jpg	Good	A profile in courage: SC’s 5 sister senators honored with annual JFK Foundation award	0.8970	The State	09/20/2023, 07:00 AM, +0000 UTC
51	680	VA	Lynchburg city	19.6	50,494	2675.jpg	Good	Bonner Leader lends talents to award-winning Lynchburg Fire Department program	0.8750	University of Lynchburg	02/28/2024, 08:00 AM, +0000 UTC
54	081	WV	Raleigh County	19.6	51,317	2678.jpg	Good	Mercer County corporation honored as 2024 West Virginia Arts Organization of the Year	0.9020	WVNS-TV	02/23/2024, 08:00 AM, +0000 UTC
31	173	NE	Thurston County	19.7	57,129	2682.jpg	Good	Native Voters and Tribal Nations Negotiate Fair Districts in Nebraska	0.1420	Native American Rights Fund	01/26/2024, 08:00 AM, +0000 UTC
35	017	NM	Grant County	19.7	47,099	2683.jpg	Good	Restaurants receive small business grants to help recoup COVID losses	0.6650	The State Journal-Register	08/18/2023, 07:00 AM, +0000 UTC
37	195	NC	Wilson County	19.7	51,535	2685.jpg	Good	Saturday's ArtSpin packed with events, creativity	0.8640	Restoration NewsMedia	05/30/2023, 07:00 AM, +0000 UTC
51	173	VA	Smyth County	19.7	45,484	2688.jpg	Good	Chilhowie Elementary librarian recognized as 'Regional Teacher of The Year'	0.9070	WCYB	04/17/2023, 07:00 AM, +0000 UTC
13	275	GA	Thomas County	19.8	52,236	2689.jpg	Good	Something Good: Students from three Thomas County schools in Special Olympics	0.9040	WCTV	03/30/2024, 02:05 AM, +0000 UTC
36	047	NY	Kings County	19.8	73,244	2695.jpg	Good	Announces All 11 Hospitals Again Recognized by the American Heart Association for Quality Care - NYC Health ...	0.9530	NYC Health + Hospitals	07/12/2023, 07:00 AM, +0000 UTC
40	115	OK	Ottawa County	19.8	47,855	2697.jpg	Good	Comanche, Ottawa County Farm Bureaus recognized with County Excellence Award	0.9210	Oklahoma Farm Bureau	11/14/2023, 08:00 AM, +0000 UTC
51	740	VA	Portsmouth city	19.8	54,843	2701.jpg	Good	City of Portsmouth honors the Virginia Squires for its contribution to basketball	0.8480	WAVY.com	10/13/2023, 07:00 AM, +0000 UTC
21	087	KY	Green County	19.9	46,169	2705.jpg	Good	Regional counties receive grants for clean up efforts	0.7640	WBKO	02/08/2024, 08:00 AM, +0000 UTC
48	291	TX	Liberty County	19.9	61,880	2706.jpg	Good	Shop With a Cop provides Christmas joy to 77 children in Liberty	0.9580	Bluebonnet News	12/18/2023, 08:00 AM, +0000 UTC
48	321	TX	Matagorda County	19.9	58,380	2707.jpg	Good	6 new Texas state parks	0.4670	KHOU.com	05/08/2023, 07:00 AM, +0000 UTC
51	770	VA	Roanoke city	19.9	50,425	2710.jpg	Good	Roanoke's first youth poet laureate: Role can help city be a 'beacon of hope'	0.8700	Roanoke Times	02/20/2024, 08:00 AM, +0000 UTC
28	043	MS	Grenada County	20.0	46,718	2718.jpg	Good	Commissioner Gipson Commends the Greater Grenada Partnership for their Efforts in Mississippi Timber Business	0.9020	MageeNews.com	10/22/2023, 07:00 AM, +0000 UTC
48	075	TX	Childress County	20.0	49,200	2722.jpg	Good	Adopt A Cop started by Childress ISD student earning praise	0.9500	abc7amarillo.com	01/25/2019, 08:00 AM, +0000 UTC
51	678	VA	Lexington city	20.0	62,382	2724.jpg	Good	Two Central Kentucky chefs are semifinalists for prestigious James Beard awards	0.7810	AOL	03/28/2024, 03:31 PM, +0000 UTC
48	225	TX	Houston County	20.1	49,741	2731.jpg	Good	Texas Artist of the Year Revealed in Art League Houston's Stardust Night	0.8140	PaperCity Magazine	11/08/2023, 08:00 AM, +0000 UTC
13	209	GA	Montgomery County	20.2	48,356	2733.jpg	Good	Montgomery County bus rapid transit would expand under budget proposal	0.7130	The Washington Post	01/16/2024, 08:00 AM, +0000 UTC
20	161	KS	Riley County	20.2	55,876	2734.jpg	Good	Lost emu reunited with owner thanks to Kansas deputies	0.7500	WDAF FOX4 Kansas City	07/07/2023, 07:00 AM, +0000 UTC
21	207	KY	Russell County	20.2	44,425	2735.jpg	Good	Community food pantry now open at Patriot Academy for students and families	0.4370	WBKO	11/01/2023, 07:00 AM, +0000 UTC
47	025	TN	Claiborne County	20.2	41,087	2738.jpg	Good	Family Barn in Tazewell Displays Loyalty to UT with 50th Mural in the Everywhere You Look, UT Campaign	0.7030	UT System News -	12/18/2023, 08:00 AM, +0000 UTC
54	019	WV	Fayette County	20.2	48,710	2742.jpg	Good	UConn's Paige Bueckers humbled by praise from Geno Auriemma that she's best in the country	0.9040	Beckley Register-Herald	03/29/2024, 11:20 PM, +0000 UTC
51	720	VA	Norton city	20.3	41,298	2754.jpg	Good	Norton City Schools Guidance Counselor, UVA Wise Alumna Receives 40th Annual William P. Kanto Memorial Award	0.5350	Highland Cavalier	03/14/2024, 07:00 AM, +0000 UTC
17	109	IL	McDonough County	20.4	52,812	2756.jpg	Good	Shameka Allen 'Humbled' for Good Samaritan Health Care Centers of Gwinnett Executive Director Position	0.6850	Gwinnettdailypost.com	12/21/2023, 08:00 AM, +0000 UTC
45	041	SC	Florence County	20.4	52,650	2761.jpg	Good	South Carolina feels more pride than pressure at Sweet 16	0.8100	SCNow	03/28/2024, 09:09 PM, +0000 UTC
01	045	AL	Dale County	20.5	50,567	2764.jpg	Good	How Dale County's quiet LGBTQ community defended the community library	0.5270	Montgomery Advertiser	10/18/2023, 07:00 AM, +0000 UTC
48	419	TX	Shelby County	20.5	51,551	2768.jpg	Good	Barrett-Jackson to auction 1968 Shelby GT350 convertible to benefit Northeast Texas Community College	0.1920	North Texas e-News	01/25/2024, 08:00 AM, +0000 UTC
40	035	OK	Craig County	20.6	48,922	2774.jpg	Good	Area schools benefit from Cherokee Nation car tag program	0.9070	KSNF/KODE - FourStatesHomepage.com	03/30/2024, 05:20 PM, +0000 UTC
48	445	TX	Terry County	20.6	46,998	2776.jpg	Good	P. Terry's Giving Back Day for Season for Caring	0.3810	Austin American-Statesman	12/13/2023, 08:00 AM, +0000 UTC
51	690	VA	Martinsville city	20.6	41,500	2777.jpg	Good	Martinsville students win big at Regional Odyssey of the Mind Tournament	0.8900	Henry County Enterprise	03/29/2024, 03:08 PM, +0000 UTC
01	023	AL	Choctaw County	20.7	44,458	2778.jpg	Good	He just stands out: Choctaw County WR Caleb Cunningham rakes in D1 offers	0.8080	WCBI	10/12/2022, 07:00 AM, +0000 UTC
17	181	IL	Union County	20.7	51,116	2780.jpg	Good	‘Like my own little family.’ Marching band poll winners are ‘The Pride of the Mountains.’	0.4580	Lexington Herald Leader	10/10/2023, 07:00 AM, +0000 UTC
28	077	MS	Lawrence County	20.7	46,407	2781.jpg	Good	New labor bill will provide $8.6M for Lawrence County Hospital	0.5690	Dailyleader	03/25/2024, 07:03 PM, +0000 UTC
40	001	OK	Adair County	20.7	47,799	2783.jpg	Good	4-H'ers ride the waves of success at the 102nd Roundup	0.8870	Guthrie News Page	08/16/2023, 07:00 AM, +0000 UTC
40	077	OK	Latimer County	20.7	42,409	2784.jpg	Good	Geothermal Startup Raises $244 Million To Drill Hot Rocks In Utah	0.2940	Forbes	02/29/2024, 08:00 AM, +0000 UTC
51	520	VA	Bristol city	20.7	43,123	2787.jpg	Good	Heroic nurse saves the life of a mother and her baby	0.9630	WJHL-TV News Channel 11	12/22/2023, 08:00 AM, +0000 UTC
13	107	GA	Emanuel County	20.8	46,975	2789.jpg	Good	A lasting impression: Meet inspiring teacher, Megan Simmons	0.9350	Emanuel County Live	01/03/2024, 08:00 AM, +0000 UTC
13	263	GA	Talbot County	20.8	45,163	2790.jpg	Good	Visit a Georgia Public Fishing Area for family fun this summer	0.8330	News-Daily.com	07/09/2023, 07:00 AM, +0000 UTC
29	149	MO	Oregon County	20.8	45,273	2792.jpg	Good	Don't Worry Be Happy - Missouri Town Friendliest in The State	0.9520	97.9 KICK FM	02/09/2024, 08:00 AM, +0000 UTC
54	103	WV	Wetzel County	20.8	48,563	2797.jpg	Good	ArtCart is proud to announce its expansion into Wetzel County Schools.	0.9270	Wetzel Chronicle	02/15/2023, 08:00 AM, +0000 UTC
37	047	NC	Columbus County	20.9	45,379	2804.jpg	Good	Event celebrates student artists from across Columbus County	0.8450	NRcolumbus.com	03/24/2024, 09:04 PM, +0000 UTC
39	163	OH	Vinton County	20.9	51,015	2805.jpg	Good	Missing 18-year-old in Vinton County, Ohio, found safe	0.4160	WOWK 13 News	05/08/2023, 07:00 AM, +0000 UTC
40	089	OK	McCurtain County	20.9	44,465	2806.jpg	Good	Tribes step in to provide summer child feeding program	0.7230	Tulsa World	01/07/2024, 08:00 AM, +0000 UTC
45	031	SC	Darlington County	20.9	50,427	2808.jpg	Good	SC school district recognizes ‘hero’ bus driver who saved 40 students after fiery crash	0.9360	WMBF	01/23/2019, 08:00 AM, +0000 UTC
01	017	AL	Chambers County	21.0	45,563	2810.jpg	Good	ASE Education Foundation Praises SkillsUSA Winners	0.9390	BodyShop Business	07/20/2023, 07:00 AM, +0000 UTC
35	033	NM	Mora County	21.0	45,155	2811.jpg	Good	New Mexico Reforestation Center announces permanent home in Mora	0.2610	Las Vegas Optic	11/22/2023, 08:00 AM, +0000 UTC
48	141	TX	El Paso County	21.0	53,441	2813.jpg	Good	El Paso Competes with Over 500 Cities and Wins $40 Million Grant for Advanced Manufacturing and Aerospace and Defense Development	0.8890	The University of Texas at El Paso	09/02/2022, 07:00 AM, +0000 UTC
12	051	FL	Hendry County	21.1	55,308	2818.jpg	Good	LaBelle High School marks decade of Special Olympics and leaving a solid impact	0.9300	FOX 4 News Fort Myers WFTX	02/08/2024, 08:00 AM, +0000 UTC
29	153	MO	Ozark County	21.1	44,242	2823.jpg	Good	I'll be home for Christmas: Ozark family reunited in time for holidays.	0.7260	Christian County Headliner News	12/21/2010, 08:00 AM, +0000 UTC
05	127	AR	Scott County	21.2	42,599	2827.jpg	Good	Son of Marion police officer remembered as hero after risking life to save friend	0.8420	Action News 5	06/08/2023, 07:00 AM, +0000 UTC
06	025	CA	Imperial County	21.2	55,523	2828.jpg	Good	How California is working to elevate Native American students	0.9260	CalMatters	03/04/2024, 08:00 AM, +0000 UTC
12	079	FL	Madison County	21.2	46,141	2829.jpg	Good	NFC, Madison County book spots in state semifinals with regional title wins	0.6890	Tallahassee Democrat	11/25/2023, 08:00 AM, +0000 UTC
13	289	GA	Twiggs County	21.2	48,772	2830.jpg	Good	GA Dept of Education Announces 2022 Georgia Teacher of the Year Finalists	0.5700	All On Georgia	05/07/2021, 07:00 AM, +0000 UTC
26	163	MI	Wayne County	21.2	55,928	2831.jpg	Good	Grosse Pointe South Shortstop Fearless, Tireless on Field, Brilliant in Classroom	0.9400	MHSAA	12/26/2023, 08:00 AM, +0000 UTC
40	135	OK	Sequoyah County	21.2	47,450	2832.jpg	Good	Enid children's librarian chosen for Sequoyah Book Awards team	0.7300	Enid News & Eagle	02/17/2023, 08:00 AM, +0000 UTC
45	011	SC	Barnwell County	21.2	45,080	2833.jpg	Good	Little Red Barn celebrates 20 years of locally made goods	0.8480	The Augusta Chronicle	03/14/2018, 07:00 AM, +0000 UTC
54	055	WV	Mercer County	21.2	43,917	2835.jpg	Good	Mercer County teen designs Joy holiday stamp	0.3170	WQAD Moline	12/06/2023, 08:00 AM, +0000 UTC
29	510	MO	St. Louis city	21.3	52,278	2839.jpg	Good	STL Partnership Wins Silver Award for Business Retention and Expansion Excellence	0.9300	stlpartnership.com	10/03/2023, 07:00 AM, +0000 UTC
37	107	NC	Lenoir County	21.3	46,410	2840.jpg	Good	Lenoir Community College Hopes to Spark Holiday Joy with Irving Berlin's White Christmas The Musical!	0.9260	Kinston Free Press	11/16/2023, 08:00 AM, +0000 UTC
40	067	OK	Jefferson County	21.3	44,188	2841.jpg	Good	Salt Lake Court receives funding to help renters with housing stability	0.8560	FOX 13 News Utah	08/18/2023, 07:00 AM, +0000 UTC
47	061	TN	Grundy County	21.3	44,219	2842.jpg	Good	Nashville lottery player wins $100K in Powerball drawing	0.6430	WSMV 4	07/10/2023, 07:00 AM, +0000 UTC
48	153	TX	Floyd County	21.3	45,784	2843.jpg	Good	McGregor community pitches in to help beloved Mr. Floyd stay cool in the intense summer heat	0.7170	KWTX	07/27/2023, 07:00 AM, +0000 UTC
42	101	PA	Philadelphia County	21.5	56,385	2854.jpg	Good	Residents of Philadelphia Successfully Challenge Their Gas Utility and Secure Significant Victories for Affordable Utilities	0.9640	Earthjustice	11/09/2023, 08:00 AM, +0000 UTC
47	151	TN	Scott County	21.5	44,599	2856.jpg	Good	Rhinelander's Scott Kirby - stepping out of his comfort zone for some exciting opportunities	0.9190	WJFW-TV	02/13/2024, 08:00 AM, +0000 UTC
13	109	GA	Evans County	21.6	45,163	2860.jpg	Good	Covington County Angel of Hope statue unveiled at Robinson Park	0.2410	Andalusia Star-News	10/01/2023, 07:00 AM, +0000 UTC
39	009	OH	Athens County	21.6	48,265	2863.jpg	Good	Athens County Scores Big Win: QuidelOrtho Expands Operations, Bringing New Jobs and Investment	0.9680	Scioto Post	02/07/2024, 08:00 AM, +0000 UTC
51	760	VA	Richmond city	21.6	58,719	2864.jpg	Good	Vaccines for all: RHHD fosters creative partnerships to reach residents	0.8840	Virginia Department of Health	11/20/2023, 08:00 AM, +0000 UTC
05	035	AR	Crittenden County	21.8	49,644	2869.jpg	Good	Cloar exhibit reinforces reputation as regionalist	0.4760	Northwest Arkansas Democrat-Gazette	03/30/2014, 07:00 AM, +0000 UTC
51	540	VA	Charlottesville city	21.8	67,903	2874.jpg	Good	Charlottesville Named One of America's 'Happiest Places'	0.7460	UVA Today	09/25/2023, 07:00 AM, +0000 UTC
05	011	AR	Bradley County	21.9	44,982	2876.jpg	Good	UAM’s Small Business Center wins 2023 Excellence award	0.9440	Northwest Arkansas Democrat-Gazette	07/26/2023, 07:00 AM, +0000 UTC
05	037	AR	Cross County	21.9	48,299	2877.jpg	Good	Arkansas awarding more than $4 million in FUN grants for outdoor recreation projects	0.8130	KARK	02/19/2024, 08:00 AM, +0000 UTC
